"id","geoid","metro","region","lat","lon","year","oned_index","economy_index","education_index","equity_index","quality_of_life_index","transit_index","econ_exports","econ_gmp","econ_hightech","econ_kiemploy","econ_mhhinc","econ_pcpi","econ_pop2534","econ_povrt","econ_techpatents","econ_biztaxindex","econ_rdsharegdp","econ_vcpc","edu_pctbachhigher2534","edu_pctbachhigher","edu_ppstatebudget","edu_ppspending","edu_enrolled","edu_hsdiploma","edu_naep4math","edu_naep4read","edu_naep4sci","edu_naep8math","edu_naep8read","edu_naep8sci","edu_unemployednohs","equity_fbpop","equity_gini","equity_incshareq1","equity_incshareq2","equity_incshareq3","equity_incshareq4","equity_incshareq5","equity_incsharetop5","equity_medhhincblack","equity_medhhinchisp","equity_medhhincwhite","equity_medhhinctotal","equity_childpovrtblack","equity_childpovrthisp","equity_childpovrtwhite","equity_childpovrttotal","equity_homeownershipblack","equity_homeownershiphisp","equity_homeownershipwhite","equity_homeownershiptotal","qol_aqi","qol_homeownershiptotal","qol_popchange","qol_popwohealthins","qol_vcrimert","qol_vthourspc","qol_obese","qol_physicians","transit_hoursdelayedpc","transit_caralone","transit_novehicle","transit_statefunding","transit_bustrips","transit_bridgecondition"
151,43,"Richmond, VA","Southeast",37.541239,-77.4420183,2011,3.23,1.34,0.55,4.81,2.52,2.53,288081989.34,39114.96,0.3777,0.1193,4604.51,99140.08,0.0326,0.1536,0.0362,8.34,0.0329,176.33,0.4479,0.2439,12583.83,14006.52,0.1793,0.9301,140.68,239.69,478.55,138.30,81.16,471.85,0.0069,0.0822,0.20,0.0278,0.0833,0.1582,0.2383,0.5036,0.1868,82247.49,58851.05,51807.21,45478.00,0.1445,0.2477,0.0905,0.2414,0.8694,0.7062,0.3527,0.0031,0.2189,0.4668,0.0122,0.2480,426.78,12.60,0.2809,312.80,62,0.9965,0.0824,368.14,0.5170,0.2278
152,44,"Rochester-Batavia-Seneca Falls, NY","Northeast",43.1572851,-77.6152141,2011,4.63,3.06,3.40,0.21,2.00,2.40,375701122.41,38736.42,0.2488,0.3090,77353.51,7786.75,0.0064,0.1174,0.0981,4.36,0.0057,97.94,0.3456,0.3960,8681.27,14644.31,0.2464,0.8538,456.10,258.96,61.24,68.35,56.44,376.83,0.0263,0.0928,0.47,0.0467,0.0887,0.1303,0.2420,0.5185,0.2031,66003.56,78648.33,46375.54,7062.61,0.0111,0.0672,0.0440,0.1144,0.9671,0.7341,0.9330,0.4021,0.6820,0.1376,0.0118,0.1201,141.96,38.68,0.0191,288.23,17,0.9488,0.0421,489.41,0.5158,0.3808
153,45,"Sacramento--Arden-Arcade--Yuba City, CA-NV","West",38.4732259,-121.2980707,2011,0.30,3.54,2.09,4.06,2.17,2.84,320474812.02,55027.18,0.0099,0.2479,61171.84,53764.00,0.0114,0.0344,0.1548,7.90,0.0463,333.90,0.3642,0.2071,226.45,10349.19,0.2312,0.9829,154.60,369.75,300.79,434.43,407.05,395.21,0.0143,0.0746,0.25,0.0425,0.0871,0.1351,0.2498,0.5162,0.2148,5398.26,67671.84,17982.66,46064.88,0.2457,0.0617,0.1101,0.0010,0.8094,0.6710,0.9798,0.5617,0.0563,0.8113,0.0265,0.1563,665.66,0.57,0.1220,244.19,57,0.5341,0.0011,399.46,0.5238,0.3158
154,46,"Salt Lake City-Ogden-Clearfield, UT","West",40.7606467,-111.89109,2011,0.23,3.72,0.34,3.57,0.95,0.72,191019019.30,52648.22,0.3050,0.1301,84561.42,53839.59,0.0247,0.1128,0.0401,5.62,0.0815,451.15,0.0509,0.1067,10270.37,7261.50,0.0174,0.8217,214.85,78.10,398.77,113.12,231.89,227.75,0.0279,0.1837,0.32,0.0327,0.1052,0.1556,0.2301,0.4886,0.1961,77787.35,32765.08,42628.24,96900.75,0.1277,0.1673,0.0844,0.0089,0.9530,0.7271,0.3485,0.4327,0.4592,0.1644,0.0242,0.2280,280.74,17.75,0.3389,369.26,74,0.6847,0.0592,220.75,0.7134,0.4067
155,47,"San Antonio, TX","Southwest",29.4246002,-98.4951405,2011,1.45,0.93,1.74,3.65,1.67,1.47,993568216.40,48763.10,0.0553,0.0048,45053.11,99042.99,0.0180,0.0889,0.1796,1.88,0.0418,239.99,0.4825,0.1222,7751.23,1695.09,0.2135,0.8006,480.99,361.16,243.97,138.19,163.53,142.92,0.0353,0.2496,0.23,0.0431,0.1056,0.1620,0.2350,0.4988,0.1970,77262.38,73241.61,846.27,23937.84,0.0989,0.0563,0.2235,0.1929,0.3123,0.2906,0.8973,0.3826,0.5013,0.6753,0.0192,0.1474,247.32,13.56,0.1106,213.89,77,0.5885,0.0754,21.87,0.4543,0.2249
156,48,"San Diego-Carlsbad-San Marcos, CA","Southwest",32.7469869,-117.21177,2011,3.94,0.38,4.98,0.30,2.33,4.58,358888864.94,9394.87,0.2162,0.0992,43123.17,55452.38,0.0244,0.1264,0.0054,4.29,0.0610,29.60,0.3637,0.3098,7056.15,3821.42,0.0419,0.9076,383.08,148.96,236.04,84.27,103.96,306.15,0.0026,0.0815,0.41,0.0327,0.0839,0.1494,0.2296,0.4839,0.2212,54134.56,34078.96,93214.41,78425.89,0.2316,0.0357,0.0425,0.1682,0.9296,0.8112,0.9290,0.5935,0.8004,0.7297,0.0054,0.0644,239.32,30.88,0.4232,163.07,24,0.5964,0.0156,61.83,0.8549,0.3156
157,49,"San Jose-San Francisco-Oakland, CA","West",37.3438502,-121.8831349,2011,0.09,2.71,1.99,0.02,3.36,2.11,472590062.72,75568.12,0.1458,0.3724,84353.80,95944.21,0.0172,0.2080,0.1138,1.23,0.0538,402.33,0.4174,0.4981,13144.72,13447.97,0.2226,0.9417,233.84,147.22,312.75,104.07,382.05,312.55,0.0017,0.0269,0.24,0.0510,0.0965,0.1398,0.2588,0.4733,0.2299,80631.78,12888.01,20539.06,97889.69,0.1091,0.0122,0.2194,0.0235,0.0260,0.2613,0.4245,0.9665,0.9214,0.2974,0.0293,0.0386,737.50,38.24,0.1961,307.12,45,0.9488,0.0533,334.20,0.3812,0.3570
158,50,"Seattle-Tacoma-Olympia, WA","West",47.6038321,-122.3300624,2011,3.79,3.94,2.63,3.47,1.87,2.76,640157550.99,622.42,0.0877,0.4531,73758.21,49820.29,0.0142,0.1028,0.1792,2.10,0.0096,342.82,0.0686,0.1240,7603.61,10880.86,0.2001,0.9838,271.42,342.43,131.24,35.49,140.48,319.23,0.0176,0.2053,0.26,0.0242,0.0913,0.1529,0.2366,0.5054,0.1815,18738.10,84647.23,64476.86,22191.85,0.0370,0.1087,0.1140,0.0983,0.2833,0.4536,0.3587,0.6753,0.0062,0.5534,0.0091,0.0042,216.73,48.10,0.4297,353.51,59,0.9685,0.0241,369.75,0.1750,0.0457
159,51,"St. Louis-St. Charles-Farmington, MO-IL","Midwest",38.6272733,-90.1978889,2011,2.04,3.44,2.52,2.03,4.15,1.22,710267542.35,77275.24,0.2392,0.4687,37145.39,70511.16,0.0299,0.1374,0.0887,4.39,0.0484,291.33,0.0892,0.1235,6549.22,1925.13,0.2351,0.9198,330.63,5.58,308.97,421.57,250.45,307.49,0.0418,0.1512,0.20,0.0273,0.1115,0.1630,0.2303,0.4794,0.2044,30799.25,6069.16,17308.80,132.24,0.2349,0.1523,0.1219,0.0464,0.3534,0.8782,0.3744,0.5473,0.0586,0.9533,0.0264,0.2347,310.05,25.12,0.3003,151.97,47,0.9648,0.0775,63.95,0.6534,0.0805
160,52,"Tampa-St. Petersburg-Clearwater, FL","Southeast",27.9477595,-82.458444,2011,0.99,4.07,0.17,4.32,1.45,1.61,1026506009.23,50934.73,0.1703,0.0973,65974.21,12446.58,0.0187,0.1722,0.0267,4.12,0.0435,69.99,0.4035,0.4601,2301.58,11905.89,0.1670,0.8697,414.46,326.08,184.97,441.58,59.36,368.98,0.0112,0.2411,0.10,0.0310,0.1128,0.1302,0.2357,0.4949,0.2070,87299.32,87342.10,92448.88,5192.22,0.0664,0.1737,0.0286,0.0906,0.1868,0.6393,0.1390,0.0619,0.1472,0.9170,0.0203,0.1749,118.08,1.65,0.4115,203.12,33,0.9951,0.0657,144.19,0.7926,0.0490
161,53,"Virginia Beach-Norfolk-Newport News, VA-NC","Southeast",36.8529841,-75.9774183,2011,1.40,4.25,1.86,4.64,4.33,2.41,80463087.14,3507.61,0.4993,0.1383,95330.95,17575.98,0.0004,0.1402,0.1401,2.56,0.0467,143.63,0.2002,0.0613,3684.59,13304.60,0.2437,0.8561,188.35,397.99,121.96,248.21,26.99,211.74,0.0200,0.0518,0.40,0.0309,0.1058,0.1553,0.2436,0.4949,0.2024,95755.27,9354.53,14902.00,1407.61,0.1270,0.0070,0.1349,0.1097,0.0181,0.3465,0.6927,0.9599,0.0998,0.5328,0.0069,0.0870,70.42,23.29,0.2241,366.60,38,0.8361,0.0770,206.23,0.8067,0.3246
162,54,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV","Northeast",38.8951148,-77.0363716,2011,3.36,1.24,3.73,4.93,3.30,4.87,711307256.90,97459.35,0.4587,0.2147,74576.24,95296.58,0.0304,0.1902,0.0500,6.89,0.0001,161.31,0.1729,0.2559,7207.28,7581.97,0.0363,0.8047,489.90,7.26,158.12,264.81,239.65,137.63,0.0058,0.1517,0.11,0.0297,0.1041,0.1387,0.2332,0.4917,0.1876,89411.45,78626.53,54414.31,13358.20,0.2057,0.2111,0.2309,0.2041,0.1804,0.4911,0.5639,0.8924,0.2846,0.5626,0.0218,0.2232,531.33,31.90,0.0602,202.60,1,0.7968,0.0882,455.20,0.4901,0.1791
163,1,"Albany-Schenectady-Amsterdam, NY","Northeast",42.6511674,-73.754968,2012,0.38,2.99,2.71,1.70,2.95,4.42,713699581.75,67233.79,0.2329,0.1351,28418.66,92043.44,0.0343,0.2076,0.0663,0.26,0.0427,157.21,0.3388,0.3667,5185.77,12327.04,0.0443,0.8821,410.67,482.04,145.79,393.03,136.68,429.86,0.0415,0.2040,0.39,0.0288,0.1098,0.1534,0.2346,0.4811,0.2193,41081.88,98419.56,80677.84,12853.99,0.0648,0.1868,0.1268,0.1485,0.8816,0.8928,0.0984,0.2962,0.0080,0.6681,0.0250,0.1269,457.07,44.07,0.3366,109.36,48,0.6725,0.0651,300.49,0.5399,0.2748
164,2,"Atlanta-Sandy Springs-Gainesville, GA-AL","Southeast",33.7490987,-84.3901849,2012,4.53,3.79,2.64,3.29,3.71,0.08,391589202.17,17298.15,0.2798,0.4874,71756.36,9886.96,0.0320,0.1310,0.0102,7.84,0.0636,156.43,0.2900,0.0841,11935.35,395.22,0.2228,0.8549,55.64,14.48,387.12,86.67,56.22,417.05,0.0167,0.0475,0.07,0.0425,0.0818,0.1532,0.2265,0.4890,0.2159,50464.43,94472.94,41055.58,39540.97,0.2256,0.1588,0.1492,0.1707,0.3068,0.8139,0.5209,0.9275,0.7845,0.5600,0.0163,0.1734,563.84,8.27,0.3695,200.12,33,0.7563,0.0819,96.22,0.9947,0.2867
165,3,"Austin-Round Rock, TX","Southwest",30.2711286,-97.7436995,2012,0.56,3.46,2.41,0.17,1.60,1.95,624987236.64,90571.73,0.2864,0.1926,11727.54,948.60,0.0037,0.1174,0.0435,2.61,0.0420,343.58,0.1635,0.3199,3072.76,4683.31,0.0878,0.8456,390.82,404.86,382.33,193.40,166.30,172.44,0.0278,0.1665,0.31,0.0493,0.1125,0.1382,0.2359,0.5185,0.1984,17413.71,50163.79,70368.09,56307.56,0.0355,0.1233,0.2492,0.1490,0.6400,0.7280,0.1576,0.1607,0.2015,0.5818,0.0108,0.2251,193.83,33.07,0.2612,221.72,0,0.8346,0.0569,195.28,0.9243,0.3076
166,4,"Birmingham-Hoover-Cullman, AL","Southeast",33.5206824,-86.8024326,2012,3.75,2.43,1.92,3.35,4.99,1.18,348363980.60,31808.61,0.3062,0.0147,61369.90,19044.32,0.0377,0.1229,0.0204,7.67,0.0438,325.64,0.4283,0.0209,1868.53,14061.31,0.2216,0.9751,330.76,303.60,204.06,294.18,479.29,136.00,0.0446,0.0930,0.23,0.0279,0.0807,0.1473,0.2250,0.4974,0.2229,83383.56,93338.75,93269.84,34469.48,0.0270,0.2119,0.2336,0.0506,0.2708,0.3758,0.0459,0.4987,0.9283,0.2510,0.0060,0.1252,498.04,49.42,0.3220,224.93,55,0.5230,0.0603,276.01,0.6880,0.4251
167,5,"Boston-Worcester-Manchester, MA-RI-NH","Northeast",42.3604823,-71.0595678,2012,1.38,2.15,1.61,2.80,0.95,1.55,182131227.99,64384.82,0.1847,0.1172,35172.23,18200.99,0.0137,0.1376,0.0141,3.35,0.0335,407.73,0.4338,0.1330,14804.36,1952.70,0.0957,0.8398,44.50,249.73,395.26,306.00,425.67,447.36,0.0249,0.1128,0.43,0.0456,0.0915,0.1483,0.2319,0.5125,0.1999,71281.33,34401.89,85904.92,59699.78,0.1626,0.2375,0.1250,0.1140,0.9592,0.3595,0.3903,0.4254,0.4863,0.8282,0.0181,0.0921,306.21,42.49,0.0499,149.53,2,0.9665,0.0025,414.88,0.5612,0.4096
168,6,"Buffalo-Niagara-Cattaraugus, NY","Northeast",42.8864468,-78.8783689,2012,3.61,0.71,1.32,0.54,0.52,4.88,822444645.87,90590.02,0.0009,0.1941,99499.51,25402.95,0.0009,0.1781,0.1123,3.19,0.0792,190.65,0.3607,0.0185,974.33,1354.73,0.2287,0.9249,15.91,284.25,280.98,234.04,421.13,455.52,0.0025,0.1659,0.32,0.0507,0.1105,0.1594,0.2335,0.4967,0.1822,74539.88,61300.88,88643.43,15733.68,0.2144,0.0276,0.0874,0.1385,0.7184,0.5092,0.6139,0.8772,0.7218,0.5756,0.0299,0.2480,480.66,29.09,0.0165,268.74,80,0.8959,0.0128,108.89,0.1106,0.3005
169,7,"Charlotte-Gastonia-Salisbury, NC-SC","Southeast",35.2270869,-80.8431268,2012,2.16,3.30,3.53,4.07,4.40,2.15,631063755.09,31189.52,0.1468,0.1509,72771.40,40909.45,0.0000,0.2014,0.1910,9.43,0.0629,326.50,0.2162,0.1352,10553.16,6114.75,0.1471,0.9300,482.33,19.12,151.99,398.00,436.62,198.74,0.0147,0.0693,0.39,0.0460,0.1049,0.1516,0.2262,0.4828,0.2255,57237.00,52981.30,10560.62,49970.88,0.0319,0.1076,0.2263,0.1449,0.8983,0.5744,0.7680,0.3329,0.5463,0.6196,0.0077,0.1043,714.88,20.94,0.1675,173.26,29,0.9106,0.0634,482.03,0.2052,0.3669
170,8,"Chicago-Naperville-Michigan City, IL-IN-WI","Midwest",41.8756208,-87.6243706,2012,3.33,0.92,4.15,1.30,1.97,2.66,912452093.74,16319.14,0.0595,0.0098,7424.98,41539.58,0.0383,0.0804,0.0867,6.00,0.0657,305.47,0.4653,0.4247,11550.83,13087.91,0.1832,0.8292,84.72,83.72,278.25,483.31,482.83,304.28,0.0404,0.1057,0.07,0.0414,0.1020,0.1462,0.2557,0.4987,0.1992,30205.41,92068.93,78858.48,99176.15,0.0410,0.1180,0.0385,0.1998,0.7526,0.6921,0.7258,0.1810,0.5883,0.9560,0.0189,0.2301,612.84,25.13,0.4768,155.52,17,0.7532,0.0531,345.60,0.0480,0.0828
171,9,"Cincinnati-Middletown-Wilmington, OH-KY-IN","Midwest",39.1014537,-84.5124602,2012,4.93,2.06,2.99,2.88,4.26,2.77,339702091.13,9462.12,0.0277,0.3266,18241.96,95751.26,0.0075,0.1138,0.0557,3.97,0.0779,283.23,0.3457,0.4328,3164.23,8645.68,0.1273,0.9602,38.61,265.30,205.37,308.97,237.11,366.52,0.0322,0.0938,0.27,0.0402,0.0930,0.1533,0.2334,0.4807,0.2015,62172.64,35406.68,80895.24,65932.48,0.1470,0.0349,0.1765,0.2363,0.5700,0.6263,0.0732,0.9317,0.3443,0.6137,0.0167,0.1873,105.55,17.41,0.3961,263.24,6,0.8004,0.0419,307.71,0.1280,0.4990
172,10,"Cleveland-Akron-Elyria, OH","Midwest",41.4871888,-81.6778691,2012,2.65,2.26,3.77,2.13,2.30,2.49,1047311335.99,72722.35,0.2009,0.1409,89813.49,47207.46,0.0293,0.1747,0.1175,4.14,0.0221,77.64,0.0175,0.2304,11088.91,6543.07,0.1113,0.8750,270.81,134.44,223.79,30.48,314.26,23.53,0.0358,0.0939,0.11,0.0464,0.0889,0.1528,0.2506,0.4802,0.2258,57444.79,57885.91,53707.76,77280.67,0.0201,0.2001,0.2165,0.1162,0.6340,0.2378,0.2937,0.8193,0.6167,0.6331,0.0212,0.1107,61.94,49.13,0.1971,233.57,77,0.6289,0.0767,422.84,0.5588,0.1813
173,11,"Columbus-Marion-Chillicothe, OH","Midwest",39.9622601,-83.0007065,2012,0.21,3.95,2.67,1.94,3.11,1.02,889175374.25,38239.93,0.3699,0.0374,59967.96,68359.55,0.0221,0.1811,0.1051,7.74,0.0709,228.09,0.4971,0.1439,9007.08,9934.66,0.0042,0.8849,159.51,289.03,455.97,375.55,256.06,325.50,0.0279,0.2274,0.05,0.0475,0.0982,0.1555,0.2369,0.4912,0.2081,65960.04,84099.40,29577.45,31268.05,0.2079,0.0652,0.2280,0.0814,0.3349,0.1404,0.2624,0.9805,0.3315,0.3835,0.0011,0.2091,478.98,18.03,0.3875,150.28,11,0.7797,0.0750,330.54,0.4838,0.2735
174,12,"Dallas-Fort Worth, TX","Southeast",32.7801052,-96.8000082,2012,4.82,1.51,1.95,3.22,0.75,3.78,539287777.57,20137.55,0.3642,0.1758,8667.81,26931.52,0.0358,0.0071,0.0158,1.18,0.0792,217.77,0.3700,0.3813,5657.77,9338.49,0.2352,0.9880,117.47,127.65,231.04,174.34,356.24,387.03,0.0003,0.1301,0.07,0.0490,0.0948,0.1541,0.2276,0.5083,0.1861,83012.20,5144.14,67527.73,61420.54,0.0077,0.1432,0.1021,0.1776,0.6496,0.2893,0.9575,0.3715,0.3891,0.8024,0.0078,0.0378,704.24,10.39,0.0083,204.04,42,0.5460,0.0961,191.92,0.8290,0.3914
175,13,"Dayton-Springfield-Greenville, OH","Midwest",39.7589478,-84.1916069,2012,4.05,4.26,4.31,4.89,2.27,2.92,869711881.69,76101.47,0.0508,0.4501,96045.21,27650.81,0.0091,0.1050,0.0763,6.66,0.0217,260.39,0.3399,0.3535,6057.15,5250.10,0.2416,0.9714,197.74,139.68,389.03,129.56,424.15,487.27,0.0192,0.2083,0.20,0.0360,0.0938,0.1339,0.2332,0.4717,0.1926,53219.35,81206.93,25838.08,37413.63,0.2129,0.1749,0.1279,0.2376,0.7052,0.9452,0.9078,0.8813,0.8937,0.2530,0.0059,0.0934,176.89,24.85,0.3385,259.75,9,0.8217,0.0640,364.79,0.8896,0.4589
176,14,"Denver-Aurora-Boulder, CO","West",39.7391536,-104.9847034,2012,2.35,3.24,4.34,3.66,2.40,2.73,713802297.32,29644.74,0.2137,0.3369,46208.33,79030.17,0.0358,0.1179,0.1349,8.94,0.0047,209.69,0.1786,0.1476,3599.10,12089.47,0.2440,0.9756,35.65,193.94,296.14,87.95,38.94,408.34,0.0323,0.0149,0.23,0.0211,0.0846,0.1578,0.2275,0.4730,0.2100,88059.85,8431.23,84594.40,14654.60,0.2302,0.1653,0.2118,0.0107,0.7685,0.7407,0.2755,0.5682,0.7748,0.4323,0.0050,0.1992,690.42,38.84,0.1791,189.40,55,0.8672,0.0893,22.43,0.4191,0.1612
177,15,"Detroit-Warren-Flint, MI","Midwest",42.3486635,-83.0567375,2012,3.72,0.54,4.73,1.83,2.05,3.75,375292050.14,22993.23,0.0094,0.2081,11116.28,13347.67,0.0000,0.0422,0.1213,3.10,0.0685,19.05,0.3500,0.0993,13526.39,14862.96,0.2371,0.9462,368.12,223.30,90.88,117.88,440.43,19.26,0.0436,0.0778,0.18,0.0325,0.1102,0.1333,0.2264,0.4734,0.1897,83249.36,55719.37,46166.53,62208.66,0.1949,0.2132,0.0794,0.1055,0.6112,0.7883,0.0555,0.1942,0.9322,0.0892,0.0001,0.1459,514.84,32.79,0.2385,392.75,80,0.9848,0.0716,75.89,0.7621,0.4599
178,16,"Fresno-Madera, CA","Southwest",36.7294455,-119.70886061,2012,0.91,1.70,0.10,4.84,3.74,1.72,258780841.20,56686.57,0.1975,0.4886,42896.31,50728.66,0.0357,0.0076,0.0022,6.90,0.0156,113.18,0.4012,0.0628,12372.54,133.17,0.0876,0.8200,138.35,438.48,212.89,365.84,232.67,464.29,0.0030,0.0717,0.02,0.0437,0.1064,0.1484,0.2584,0.4989,0.2030,27539.73,38175.06,42795.20,76550.08,0.1371,0.2395,0.2216,0.0085,0.9572,0.5038,0.8208,0.8330,0.2051,0.1802,0.0216,0.1089,459.80,15.65,0.2647,316.47,68,0.5399,0.0068,113.33,0.7530,0.4810
179,17,"Grand Rapids-Muskegon-Holland, MI","Midwest",42.9633599,-85.6680863,2012,4.06,0.97,2.54,0.86,1.86,0.96,442914463.30,86704.45,0.3159,0.3432,33394.49,54307.56,0.0040,0.0342,0.1675,0.99,0.0457,359.14,0.0840,0.1438,1657.61,4600.16,0.1113,0.8050,473.97,77.43,262.16,200.96,208.13,337.96,0.0444,0.1301,0.38,0.0481,0.1091,0.1401,0.2531,0.4949,0.2071,49006.08,17743.34,21108.71,73407.35,0.1376,0.2397,0.1298,0.2285,0.7864,0.0250,0.3219,0.4126,0.0574,0.6251,0.0029,0.1586,591.35,4.36,0.1482,212.59,2,0.6893,0.0157,149.06,0.4431,0.0456
180,18,"Greensboro--Winston-Salem--High Point, NC","Southeast",36.0726355,-79.7919754,2012,3.64,3.21,4.73,2.25,2.04,1.96,723376145.54,22815.23,0.0411,0.2808,22183.62,71251.44,0.0095,0.0451,0.0452,9.47,0.0730,71.10,0.0944,0.3004,5121.11,10124.81,0.2017,0.8633,279.85,495.50,478.61,376.28,311.42,274.92,0.0127,0.1216,0.24,0.0491,0.0871,0.1504,0.2365,0.4833,0.2191,32329.95,97749.87,40016.57,78491.46,0.2140,0.1604,0.0951,0.0849,0.2690,0.9319,0.5449,0.2607,0.1660,0.9773,0.0277,0.0157,440.52,27.14,0.0480,375.79,4,0.6182,0.0492,318.77,0.3092,0.2133
181,19,"Greenville-Spartanburg-Anderson, SC","Southeast",34.8512316,-82.3985105,2012,0.30,0.23,4.22,3.72,2.62,1.68,666415065.01,52775.70,0.1351,0.0533,77013.84,4963.05,0.0087,0.1102,0.0048,1.07,0.0239,478.86,0.4323,0.2155,4801.47,6126.84,0.0238,0.8219,493.68,212.77,249.60,329.10,361.40,470.74,0.0047,0.0961,0.00,0.0376,0.1017,0.1459,0.2380,0.5049,0.2110,58317.04,18534.63,61158.70,94380.88,0.2301,0.2157,0.2388,0.1738,0.8659,0.5760,0.9116,0.9994,0.3047,0.0137,0.0121,0.1717,749.33,43.81,0.4192,164.15,41,0.7004,0.0723,188.44,0.4539,0.1548
182,20,"Hartford-West Hartford-Willimantic, CT","Northeast",41.765599,-72.69058501,2012,4.23,2.00,0.89,0.62,1.23,3.86,685903669.29,78525.60,0.3585,0.0892,97644.64,40662.91,0.0229,0.2166,0.1943,6.41,0.0507,157.10,0.3859,0.1616,5510.72,13318.28,0.1409,0.8597,109.11,462.47,498.86,455.54,497.32,415.08,0.0053,0.0477,0.15,0.0427,0.0939,0.1567,0.2245,0.5174,0.1826,13722.67,1465.88,94382.19,61715.97,0.2030,0.0639,0.0633,0.1611,0.9262,0.1020,0.0752,0.4723,0.5616,0.4537,0.0174,0.1419,592.83,40.42,0.4957,196.95,28,0.8382,0.0215,439.84,0.7396,0.3794
183,21,"Houston-Baytown-Huntsville, TX","Southeast",29.9519265,-95.54091698,2012,4.48,1.84,2.63,0.84,0.35,2.77,547538776.37,86034.53,0.0868,0.0042,27062.58,67681.75,0.0005,0.0522,0.1130,4.95,0.0605,209.79,0.4726,0.0048,6322.15,1201.49,0.0257,0.9191,41.28,123.74,307.12,269.75,461.56,464.12,0.0312,0.0456,0.25,0.0241,0.1012,0.1387,0.2262,0.5004,0.1832,27073.11,60520.93,73663.24,77702.09,0.1137,0.2225,0.1506,0.0789,0.9673,0.2360,0.9694,0.0772,0.9687,0.3433,0.0019,0.1200,322.93,34.30,0.4412,263.10,61,0.8763,0.0696,478.42,0.1232,0.0186
184,22,"Indianapolis-Anderson-Columbus, IN","Midwest",39.7683795,-86.1580447,2012,1.69,1.27,0.50,0.63,0.37,2.20,998375930.31,3920.85,0.0078,0.0361,47289.01,52101.26,0.0386,0.0544,0.1007,2.06,0.0344,314.30,0.2718,0.1483,9291.12,12678.76,0.1901,0.9947,281.02,314.67,394.62,485.09,0.27,178.63,0.0314,0.0169,0.10,0.0439,0.0870,0.1616,0.2333,0.4823,0.2011,99433.38,34168.31,40644.65,18229.20,0.1474,0.2466,0.1425,0.2414,0.8456,0.0007,0.1129,0.6039,0.6397,0.1794,0.0258,0.2483,324.83,17.96,0.0870,319.61,20,0.7817,0.0757,451.13,0.6345,0.2567
185,23,"Jacksonville, FL","Southeast",30.3321838,-81.655651,2012,2.06,3.69,1.11,0.71,1.01,4.29,973337189.95,37004.19,0.1960,0.0204,90661.82,86253.63,0.0390,0.1761,0.1866,7.63,0.0383,318.57,0.0924,0.3701,12760.69,11327.52,0.2284,0.9896,91.22,233.58,232.50,138.14,348.89,164.20,0.0213,0.2433,0.48,0.0393,0.0973,0.1537,0.2283,0.4877,0.1883,1488.16,3768.62,86979.63,23397.92,0.1442,0.1283,0.0883,0.1622,0.7744,0.1875,0.5501,0.8745,0.3539,0.5964,0.0246,0.1864,408.03,42.91,0.3948,110.63,13,0.7501,0.0987,5.40,0.2513,0.4343
186,24,"Kansas City-Overland Park-Kansas City, MO-KS","Midwest",39.0844687,-94.5630298,2012,0.69,1.04,4.99,4.17,4.10,1.66,207480070.37,24905.31,0.0163,0.4451,93942.82,44773.28,0.0029,0.0655,0.0768,3.91,0.0012,62.88,0.0367,0.0854,8621.52,8358.80,0.0517,0.8362,256.36,256.00,350.09,28.25,50.66,293.61,0.0493,0.0080,0.10,0.0345,0.1036,0.1540,0.2488,0.5094,0.2018,81147.85,9172.77,21339.76,61073.28,0.1180,0.1222,0.1546,0.1399,0.1021,0.9758,0.5944,0.7135,0.8983,0.3753,0.0221,0.1153,429.12,13.89,0.0408,168.81,41,0.8204,0.0066,2.31,0.3429,0.4246
187,25,"Knoxville-Sevierville-La Follette, TN","Southeast",35.9603948,-83.9210261,2012,3.88,3.92,0.98,1.34,0.43,4.84,168065119.95,37817.42,0.1914,0.0291,13267.85,10140.13,0.0126,0.2292,0.0572,7.94,0.0762,181.69,0.2232,0.1135,10350.27,1625.10,0.0026,0.8869,336.40,49.78,330.35,296.35,370.79,499.13,0.0202,0.0735,0.06,0.0413,0.1097,0.1408,0.2270,0.4727,0.1876,36919.45,24026.38,17091.45,94210.88,0.1241,0.0454,0.2411,0.1853,0.2436,0.0758,0.1691,0.1613,0.9959,0.0289,0.0011,0.0839,293.87,48.40,0.4225,162.25,33,0.5094,0.0347,239.10,0.1907,0.1314
188,26,"Las Vegas-Paradise-Pahrump, NV","Southwest",36.145204,-115.1611806,2012,3.92,3.11,1.78,1.37,1.59,1.30,133347376.67,80559.34,0.0536,0.0276,78915.19,34336.27,0.0103,0.1652,0.0877,1.33,0.0422,77.72,0.2688,0.4204,5520.71,9086.35,0.1641,0.9061,499.47,494.78,289.94,172.06,260.64,204.18,0.0185,0.1171,0.03,0.0281,0.0979,0.1502,0.2215,0.4954,0.1859,55360.89,71087.25,21543.89,44981.61,0.0028,0.1813,0.2089,0.2222,0.4089,0.1511,0.7313,0.4676,0.7677,0.0394,0.0251,0.1472,191.73,10.14,0.1897,232.30,25,0.6646,0.0185,452.28,0.2025,0.0624
